Zone#,StopSeq,Period,SignRt,Part,Express or Local,Inbound or Outbound,OnStreet,CrossStreet,Intersection,Direction,,,,,,
57457,1,AAM,166,,L,O,Railroad Ave N,Pioneer St,FS,S,,,,SW Trenton St,9th Ave SW,Highland Park
52353,1,AAM,143,,E,I,BAKER ST,3RD AVE,FS,W,,,,SW Trenton St,Delridge Way SW,South Delridge
57453,1,AAM,153,,L,I,Kent Sounder Station,Pioneer St,NS,N,,,,SW Trenton St,Delridge Way SW,South Delridge
52306,1,AAM,140,,L,O,Burien TC AcRd,SW 148th St,FS,S,,,,SW Trenton St,25th Ave SW,Roxhill
51280,1,AAM,139,,L,I,21ST AVE SW,SW 164TH ST,FS,N,,,,SW Trenton St,35th Ave SW,Fauntleroy
52304,1,AAM,132,,L,I,Burien TC AcRd,SW 148th St,NS,N,,,,25th Ave SW,SW Trenton St,South Delridge
52304,1,AAM,131,,L,I,Burien TC AcRd,SW 148th St,NS,N,,,,S Cloverdale St,Rainier Ave S,Dunlap
57451,1,AAM,168,,L,O,Kent Sounder Station,E Pioneer St,FS,N,,,,Cloverdale Pl S,Rainier Ave S,Dunlap
57451,1,AAM,164,,L,O,Kent Sounder Station,E Pioneer St,FS,N,,,,SW Trenton St,9th Ave SW,Highland Park
35530,1,AAM,48,,L,I,LOYAL WAY NW,NW 85TH ST,NS,W,,,,SW Trenton St,16th Ave SW,Highland Park
37090,1,AAM,128,,L,I,SW ATLANTIC ST,44TH AVE SW,FS,E,,,,S Cloverdale St,Beacon Ave S,South Beacon Hill
31140,1,AAM,33,,L,I,DISCOVERY PARK RD,TEXAS WAY,NS,N,,,,SW Trenton St,35th Ave SW,Roxhill
35295,1,AAM,66,,E,I,Northgate TC AcRd,NE 100th St,NS,S,,,,S Cloverdale St,Beacon Ave S,South Beacon Hill
35293,1,AAM,555,,E,I,Northgate TC AcRd,NE 103rd St,FS,S,,,,12th Ave S,S Cloverdale St,South Park
35297,1,AAM,16,,L,I,Northgate TC AcRd,NE 100th St,NS,S,,,,8th Ave S,S Cloverdale St,South Park
35297,1,AAM,40,,L,I,Northgate TC AcRd,NE 100th St,NS,S,,,,12th Ave S,S Cloverdale St,South Park
35322,1,AAM,75,,L,I,Northgate TC AcRd,NE 103rd St,NS,N,,,,5th Ave S,S Cloverdale St,South Park
46465,1,AAM,140,,L,I,Burnett Ave S,S 2nd St,NS,N,,,,8th Ave S,S Cloverdale St,South Park
46464,1,AAM,106,,L,I,Burnett Ave S,Renton TC AcRd,NS,N,,,,SW Cloverdale St,35th Ave SW,Fauntleroy
46769,1,AAM,118,,L,O,VASHON FERRY DOCK,TERMINAL BUILDING,NS,S,,,,5th Ave S,S Cloverdale St,South Park
46769,1,AAM,119,,L,O,VASHON FERRY DOCK,TERMINAL BUILDING,NS,S,,,,SW Cloverdale St,16th Ave SW,South Delridge
46822,1,AAM,119,,L,I,SW 264TH ST,99TH AVE SW,NS,W,,,,S Cloverdale St,8th Ave S,South Park
46479,1,AAM,240,,L,O,Renton TC AcRd,Burnett Ave S,NS,E,,,,S Thistle St,Martin L King Jr Way S,South Beacon Hill
46477,1,AAM,107,,L,I,Renton TC AcRd,Burnett Ave S,FS,W,,,,SW Cloverdale St,24th Ave SW,South Delridge
46477,1,AAM,169,,L,I,Renton TC AcRd,Burnett Ave S,FS,W,,,,SW Cloverdale St,16th Ave SW,South Delridge
41255,1,AAM,13,,L,I,3RD AVE W,W CREMONA ST,FS,S,,,,SW Cloverdale St,24th Ave SW,South Delridge
45303,1,AAM,101,,L,I,Burnett Ave S,Renton TC AcRd,FS,S,,,,SW Cloverdale St,35th Ave SW,Roxhill
39980,1,AAM,60,,L,I,25TH AVE SW,SW HENDERSON ST,NS,S,,,,S Thistle St,Martin L King Jr Way S,Dunlap
39980,1,AAM,125,,L,I,25TH AVE SW,SW HENDERSON ST,NS,S,,,,S Thistle St,Beacon Ave S,South Beacon Hill
42576,1,AAM,181,,L,O,Twin Lakes P&R AcRd,SW 344th St,NM,S,,,,S Thistle St,Beacon Ave S,South Beacon Hill
42576,1,AAM,197,,L,I,Twin Lakes P&R AcRd,SW 344th St,NM,S,,,,S Thistle St,8th Ave S,South Park
42577,1,AAM,179,,L,I,Twin Lakes P&R AcRd,SW 344th St,NS,S,,,,S Rose St,Rainier Ave S,Dunlap
38050,1,AAM,65,,L,I,30TH AVE NE,NE 143RD ST,FS,S,,,,SW Thistle St,9th Ave SW,Highland Park
47654,1,AAM,123,,L,I,SW 152ND ST,6TH AVE SW,FM,W,,,,S Thistle St,8th Ave S,South Park
47260,1,AAM,156,,L,I,Highline CC AcRd,S 240th St,NS,W,,,,SW Thistle St,16th Ave SW,South Delridge
47260,1,AAM,122,,L,I,Highline CC AcRd,S 240th St,NS,W,,,,SW Thistle St,Delridge Way SW,South Delridge
47260,1,AAM,121,,L,I,Highline CC AcRd,S 240th St,NS,W,,,,SW Thistle St,35th Ave SW,Fauntleroy
47255,1,AAM,118,,L,I,SW TAHLEQUAH RD,SR 163,NS,W,,,,25th Ave SW,SW Thistle St,South Delridge
1881,1,AAM,16,,L,O,ALASKAN WAY,MARION ST,FS,S,,,,28th Ave SW,SW Thistle St,Roxhill
2010,1,AAM,1,,L,I,10TH AVE W,W FULTON ST,FS,S,,,,SW Thistle St,9th Ave SW,Highland Park
1920,1,AAM,554,,E,O,LENORA ST,4TH AVE,NS,W,,,,31st Ave SW,SW Thistle St,Roxhill
1530,1,AAM,4,N,L,O,S JACKSON ST,5TH AVE S,FS,W,,,,25th Ave SW,SW Thistle St,South Delridge
1530,1,AAM,358,,E,O,S JACKSON ST,5TH AVE S,FS,W,,,,34th Ave SW,SW Thistle St,Roxhill
1530,1,AAM,13,,L,O,S JACKSON ST,5TH AVE S,FS,W,,,,SW Thistle St,16th Ave SW,Highland Park
1530,1,AAM,2,N,L,O,S JACKSON ST,5TH AVE S,FS,W,,,,35th Ave SW,SW Thistle St,Fauntleroy
2220,1,AAM,124,,L,O,3RD AVE,CEDAR ST,FS,S,,,,28th Ave SW,SW Thistle St,Roxhill
2220,1,AAM,27,,L,O,3RD AVE,CEDAR ST,FS,S,,,,31st Ave SW,SW Thistle St,Roxhill
2220,1,AAM,14,,L,O,3RD AVE,CEDAR ST,FS,S,,,,37th Ave SW,SW Thistle St,Fauntleroy
2220,1,AAM,673,,L,O,3RD AVE,CEDAR ST,FS,S,,,,S Rose St,Rainier Ave S,Dunlap
420,1,AAM,120,,L,O,3RD AVE,VIRGINIA ST,NS,S,,,,34th Ave SW,SW Thistle St,Roxhill
430,1,AAM,36,,L,O,3RD AVE,PINE ST,NS,S,,,,SW Thistle St,Delridge Way SW,South Delridge
1085,1,AAM,47,,L,O,PINE ST,9TH AVE,FS,W,,,,35th Ave SW,SW Thistle St,Gatewood
1085,1,AAM,11,,L,O,PINE ST,9TH AVE,FS,W,,,,39th Ave SW,SW Thistle St,Fauntleroy
1085,1,AAM,10,,L,O,PINE ST,9TH AVE,FS,W,,,,37th Ave SW,SW Thistle St,Gatewood
1085,1,AAM,7,,L,O,PINE ST,9TH AVE,FS,W,,,,41st Ave SW,SW Thistle St,Fauntleroy
1084,1,AAM,550,,E,O,Convention Place AcR,Convention Place AcR,AT,W,,,,SW Thistle St,35th Ave SW,Roxhill
1083,1,AAM,101,,L,O,Convention Place AcR,Convention Place AcR,AT,W,,,,39th Ave SW,SW Thistle St,Gatewood
619,1,AAM,25,,L,O,4TH AVE S,S JACKSON ST,FM,N,,,,41st Ave SW,SW Thistle St,Gatewood
619,1,AAM,40,,L,O,4TH AVE S,S JACKSON ST,FM,N,,,,S Southern St,8th Ave S,South Park
1180,1,AAM,43,,L,O,PIKE ST,4TH AVE,NS,E,,,,S Southern St,8th Ave S,South Park
621,1,AAM,71,,L,O,Intl District Statio,Transit Tunnel AcRd,AT,N,,,,SW Elmgrove St,9th Ave SW,Highland Park
621,1,AAM,72,,E,O,Intl District Statio,Transit Tunnel AcRd,AT,N,,,,SW Elmgrove St,16th Ave SW,South Delridge
621,1,AAM,73,,L,O,Intl District Statio,Transit Tunnel AcRd,AT,N,,,,SW Rose St,41st Ave SW,Gatewood
622,1,AAM,255,,L,O,Intl District Statio,Transit Tunnel AcRd,AT,N,,,,S Monroe St,Beacon Ave S,South Beacon Hill
621,1,AAM,72,,L,O,Intl District Statio,Transit Tunnel AcRd,AT,N,,,,S Monroe St,Beacon Ave S,South Beacon Hill
2360,1,AAM,32,,L,I,1ST AVE N,REPUBLICAN ST,NS,N,,,,SW Rose St,Fauntleroy Way SW,Fauntleroy
185,1,AAM,674,,L,O,SENECA ST,3RD AVE,NS,E,,,,SW Southern St,41st Ave SW,Gatewood
190,1,AAM,121,,L,O,1ST AVE,UNIVERSITY ST,FS,N,,,,SW Elmgrove St,9th Ave SW,Highland Park
430,1,AAM,2,S,L,O,3RD AVE,PINE ST,NS,S,,,,SW Elmgrove St,16th Ave SW,Highland Park
430,1,AAM,3,S,L,O,3RD AVE,PINE ST,NS,S,,,,S Kenyon St,Martin L King Jr Way S,South Beacon Hill
2550,1,AAM,2,N,L,I,7TH AVE W,W PLEASANT PL,NS,S,,,,SW Elmgrove St,35th Ave SW,Gatewood
85170,1,AM,113,,L,I,26TH AVE SW,SW 116TH ST,FS,N,,,,SW Rose St,Fauntleroy Way SW,Fauntleroy
83751,1,AM,193,,E,I,FedWay/S 320th St P&,25th Ave S,NS,W,,,,SW Elmgrove St,35th Ave SW,Roxhill
83751,1,AM,177,,L,I,FedWay/S 320th St P&,25th Ave S,NS,W,,,,S Kenyon St,Martin L King Jr Way S,Brighton
85630,1,AM,241,,L,I,108th Ave NE,NE 6th St,NS,S,,,,S Monroe St,8th Ave S,South Park
85630,1,AM,240,,L,I,108th Ave NE,NE 6th St,NS,S,,,,S Kenyon St,8th Ave S,South Park
85070,1,AM,22,,L,I,26TH AVE SW,SW ROXBURY ST,FS,S,,,,SW Elmgrove St,41st Ave SW,Gatewood
99300,1,AM,102,,L,I,RENTON MAPLE VALL RD,131ST AVE SE,FS,E,,,,SW Kenyon St,9th Ave SW,Highland Park
85796,1,AM,215,,L,I,MAIN AVE S,W PARK ST,FS,S,,,,SW Kenyon St,16th Ave SW,South Delridge
99022,1,AM,674,,L,I,NW 100TH PL,8TH AVE NW,FS,E,,,,5th Ave S,S Kenyon St,South Park
84268,1,AM,249,,L,O,S Bellevue P&R AcRd,Bellevue Way SE,NS,S,,,,SW Monroe St,41st Ave SW,Gatewood
85223,1,AM,347,,L,I,Mntlake Terrace P&R ,236th St SW,NS,S,,,,SW Kenyon St,Delridge Way SW,South Delridge
60453,1,AM,157,,L,I,Lake Meridian P&R Ac,132nd Ave SE,OP,N,,,,S Kenyon St,5th Ave S,South Park
60453,1,AM,161,,L,I,Lake Meridian P&R Ac,132nd Ave SE,OP,N,,,,SW Kenyon St,35th Ave SW,Gatewood
58033,1,AM,154,,L,I,Tukwila Station AcRd,S Longacres Way,FS,S,,,,SW Kenyon St,Highland Park Way SW,Highland Park
57600,1,AM,180,,L,I,41ST ST SE,A ST SE,NM,W,,,,SW Kenyon St,16th Ave SW,Highland Park
57774,1,AM,186,,L,O,Auburn Sounder Stati,2nd St SW,NS,S,,,,SW Kenyon St,Delridge Way SW,South Delridge
60747,1,AM,190,,L,I,Redondo Heights P&R ,S 276th St,FM,N,,,,S Holden St,Rainier Ave S,Brighton
58033,1,AM,110,,L,I,Tukwila Station AcRd,S Longacres Way,FS,S,,,,SW Kenyon St,35th Ave SW,Roxhill
60921,1,AM,671,,L,O,Tukwila LLR AcRd,Tukwila LLR AcRd,NS,W,,,,S Holden St,Beacon Ave S,South Beacon Hill
57773,1,AM,152,,L,I,Auburn Sounder Stati,1st St SW,FS,S,,,,16th Ave S,East Marginal Way S,Georgetown
60923,1,AM,124,,L,I,Tukwila LLR AcRd,Tukwila LLR AcRd,NS,W,,,,S Holden St,Rainier Ave S,Brighton
59552,1,AM,155,,L,I,SE PETROVITSKY RD,140TH AVE SE,FS,E,,,,SW Kenyon St,41st Ave SW,Gatewood
59033,1,AM,186,,L,I,GRIFFIN AVE,ROOSEVELT AVE E,NS,E,,,,16th Ave S,East Marginal Way S,Georgetown
59310,1,AM,155,,L,O,ANDOVER PARK W,BAKER BLVD,FS,S,,,,SW Portland St,41st Ave SW,Gatewood
59310,1,AM,156,,L,O,ANDOVER PARK W,BAKER BLVD,FS,S,,,,S Holden St,Beacon Ave S,South Beacon Hill
59310,1,AM,128,,L,O,ANDOVER PARK W,BAKER BLVD,FS,S,,,,SW Portland St,Highland Park Way SW,Highland Park
59282,1,AM,164,,L,I,SE 320TH ST,122ND AVE SE,FS,E,,,,SW Holden St,16th Ave SW,South Delridge
59282,1,AM,181,,L,I,SE 320TH ST,122ND AVE SE,FS,E,,,,SW Holden St,16th Ave SW,Highland Park
60161,1,AM,148,,L,I,SE 177TH ST,140TH AVE SE,NM,W,,,,SW Holden St,Highland Park Way SW,Highland Park
62329,1,AM,268,,L,I,NE REDMOND WAY,185TH AVE NE,NS,S,,,,5th Ave S,S Holden St,South Park
63210,1,AM,205,,E,I,84TH AVE SE,SE 72ND ST,FS,S,,,,2nd Ave S,S Holden St,South Park
61870,1,AM,187,,L,I,SW 320TH ST,21ST AVE SW,FS,W,,,,5th Ave S,S Holden St,South Park
63210,1,AM,202,,L,I,84TH AVE SE,SE 72ND ST,FS,S,,,,S Webster St,Renton Ave S,Brighton
62079,1,AM,168,,L,I,SE 264TH ST,242ND AVE SE,NS,E,,,,2nd Ave S,S Holden St,South Park
61368,1,AM,178,,L,I,S Federal Way P&R Ac,9th Ave S,NS,W,,,,S Webster St,Martin L King Jr Way S,Holly Park
61999,1,AM,182,,L,I,49TH AVE NE,42ND ST NE,FS,N,,,,SW Ida St,35th Ave SW,Gatewood
62295,1,AM,159,,L,I,164TH AVE SE,SE 272ND ST,FS,N,,,,SW Holden St,41st Ave SW,Gatewood
62370,1,AM,204,,L,I,MERCER VILLAGE,SE 68TH ST,NS,N,,,,S Webster St,Martin L King Jr Way S,Brighton
62370,1,AM,201,,L,I,MERCER VILLAGE,SE 68TH ST,NS,N,,,,SW Holden St,35th Ave SW,Roxhill
67015,1,AM,989,,E,O,Eastgate P&R AcRd,140th Ave SE,NM,W,,,,S Webster St,Beacon Ave S,South Beacon Hill
67636,1,AM,550,,E,I,110TH AVE NE,NE 10TH ST,NS,S,,,,S Webster St,Beacon Ave S,South Beacon Hill
68006,1,AM,560,,E,O,Bellevue TC AcRd,110th Ave NE,NS,E,,,,Dumar Way SW,SW Austin St,South Delridge
68003,1,AM,672,,L,O,Bellevue TC AcRd,108th Ave NE,FS,E,,,,Dumar Way SW,SW Austin St,Riverview
68001,1,AM,226,,L,I,NE 6th St,108th Ave NE,FS,E,,,,41st Ave SW,SW Ida St,Gatewood
68001,1,AM,232,,L,O,NE 6th St,108th Ave NE,FS,E,,,,California Ave SW,SW Ida St,Gatewood
64540,1,AM,214,,L,I,FRONT ST N,NE ALDER ST,AT,N,,,,21st Ave SW,Delridge Way SW,South Delridge
64585,1,AM,983,,E,O,Issaquah TC AcRd,Newport Way NW,FS,N,,,,California Ave SW,SW Ida St,Gatewood
64555,1,AM,210,,L,I,Issaquah TC AcRd,NW Maple St,NS,N,,,,14th Ave S,East Marginal Way S,Georgetown
64561,1,AM,556,,E,O,Issaquah Highlands P,9th Ave NE,OP,E,,,,S Webster St,East Marginal Way S,Georgetown
64561,1,AM,218,,L,I,Issaquah Highlands P,9th Ave NE,OP,E,,,,SW Webster St,16th Ave SW,Riverview
64561,1,AM,211,,E,I,Issaquah Highlands P,9th Ave NE,OP,E,,,,32nd Ave S,Beacon Ave S,South Beacon Hill
64045,1,AM,887,,L,I,Coal Creek Pkwy SE,I-405 Exp Ramp,FS,E,,,,SW Webster St,Delridge Way SW,High Point
64032,1,AM,203,,L,I,SHOREWOOD DR,W SHOREWOOD DR,FS,N,,,,S Othello St,Rainier Ave S,Brighton
64140,1,AM,203,,L,O,N MERCER WAY,80TH AVE SE,FS,W,,,,SW Webster St,35th Ave SW,Gatewood
63720,1,AM,892,,L,I,SE 32ND ST,78TH AVE SE,NS,E,,,,SW Webster St,16th Ave SW,Riverview
64370,1,AM,224,,L,I,SE 42ND PL,334TH PL SE,FS,E,,,,SW Austin St,California Ave SW,Gatewood
64140,1,AM,204,,L,O,N MERCER WAY,80TH AVE SE,FS,W,,,,48th Ave S,S Othello St,Brighton
64593,1,AM,209,,L,O,Issaquah TC AcRd,NW Maple St,FS,S,,,,Rainier Ave S,S Othello St,Brighton
64143,1,AM,891,,L,I,76TH AVE SE,SE 24TH ST,NS,N,,,,46th Ave S,S Othello St,Brighton
64305,1,AM,209,,L,I,FACTORY OUTLET,MOUNT SI BLVD,FS,N,,,,S Othello St,Martin L King Jr Way S,Holly Park
64592,1,AM,269,,L,O,Issaquah TC AcRd,Newport Way NW,NS,S,,,,Rainier Ave S,S Othello St,Brighton
67014,1,AM,241,,L,O,Eastgate P&R AcRd,140th Ave SE,NS,W,,,,48th Ave S,S Othello St,Brighton
67015,1,AM,221,,L,I,Eastgate P&R AcRd,140th Ave SE,NM,W,,,,S Othello St,Seward Park Ave S,Brighton
67014,1,AM,226,,L,O,Eastgate P&R AcRd,140th Ave SE,NS,W,,,,44th Ave S,S Othello St,Brighton
67014,1,AM,246,,L,O,Eastgate P&R AcRd,140th Ave SE,NS,W,,,,42nd Ave S,S Othello St,Brighton
64820,1,AM,823,,L,O,NEWPORT HS,124TH AVE SE,NS,W,,,,S Othello St,Seward Park Ave S,Seward Park
64802,1,AM,245,,L,O,124TH AVE SE,SE 44TH ST,FS,N,,,,SW Webster St,California Ave SW,Gatewood
65252,1,AM,824,,L,O,NEWCASTLE WAY,COAL CREEK PKWY SE,FS,E,,,,SW Webster St,35th Ave SW,Roxhill
69021,1,AM,234,,L,O,Bellevue TC AcRd,108th Ave NE,NS,W,,,,46th Ave S,S Othello St,Brighton
69021,1,AM,235,,L,O,Bellevue TC AcRd,108th Ave NE,NS,W,,,,44th Ave S,S Othello St,Brighton
70310,1,AM,255,,L,I,JUANITA WOODINVIL WA,115TH AVE NE,NS,N,,,,SW Webster St,Fauntleroy Way SW,Fauntleroy
70165,1,AM,306,,E,I,67TH AVE NE,NE 181ST ST,NS,N,,,,SW Othello St,Highland Park Way SW,Riverview
70310,1,AM,257,,L,I,JUANITA WOODINVIL WA,115TH AVE NE,NS,N,,,,Martin L King Jr Way S,S Othello St,Holly Park
73812,1,AM,236,,L,O,3rd St,Park Ln,NS,N,,,,39th Ave S,S Othello St,Holly Park
74232,1,AM,893,,L,I,Totem Lake Transit C,120th Ave NE,NS,W,,,,S Othello St,Rainier Ave S,Brighton
71960,1,AM,542,,E,I,Redmond Transit Cent,NE 83rd St,NS,S,,,,S Othello St,Martin L King Jr Way S,Brighton
73812,1,AM,248,,L,O,3rd St,Park Ln,NS,N,,,,S Othello St,Beacon Ave S,South Beacon Hill
74310,1,AM,277,,L,I,NE 116TH ST,101ST PL NE,AT,W,,,,S Holly Park Dr,S Myrtle Pl,South Beacon Hill
71961,1,AM,672,,L,I,NE 83rd St,161st Ave NE,NS,W,,,,S Othello St,Beacon Ave S,South Beacon Hill
71830,1,AM,248,,L,I,AVONDALE PL NE,AVONDALE RD NE,NS,N,,,,SW Webster St,Fauntleroy Way SW,Fauntleroy
71334,1,AM,265,,L,I,Overlake TC AcRd,156th Ave NE,FS,S,,,,SW Othello St,Highland Park Way SW,Highland Park
71334,1,AM,250,,L,I,Overlake TC AcRd,156th Ave NE,FS,S,,,,S Othello St,ST Light Rail,Holly Park
73814,1,AM,540,,E,I,3rd St,Park Ln,FS,N,,,,S Holly Park Dr,S Myrtle Pl,Holly Park
71960,1,AM,221,,L,O,Redmond Transit Cent,NE 83rd St,NS,S,,,,Delridge Way SW,SW Orchard St,High Point
71960,1,AM,224,,L,O,Redmond Transit Cent,NE 83rd St,NS,S,,,,SW Othello St,35th Ave SW,Gatewood
71333,1,AM,249,,L,I,Overlake TC AcRd,156th Ave NE,FS,S,,,,S Myrtle St,Beacon Ave S,South Beacon Hill
73818,1,AM,238,,L,O,3rd St,Park Ln,NS,S,,,,S Myrtle St,ST Light Rail,Brighton
71328,1,AM,269,,L,I,Overlake P&R AcRd,152nd Ave NE,OP,N,,,,Delridge Way SW,Sylvan Way SW,High Point
74721,1,AM,235,,L,I,Kingsgate P&R AcRd,116th Way NE,OP,S,,,,S Myrtle St,Seward Park Ave S,Brighton
74731,1,AM,252,,L,I,NE 128TH ST,120TH AVE NE,FS,W,,,,S Myrtle St,Martin L King Jr Way S,Holly Park
70684,1,AM,986,,E,O,116th Ave NE,Houghton P&R AcRd,FS,N,,,,S Myrtle St,38th Ave S,Holly Park
72314,1,AM,889,,L,I,Houghton P&R AcRd,116th Ave NE,NS,W,,,,S Myrtle St,Seward Park Ave S,Seward Park
70520,1,AM,246,,L,I,NE 23RD ST,98TH AVE NE,NS,W,,,,SW Fontanelle St,California Ave SW,Gatewood
71132,1,AM,888,,L,I,WEST LK SAMMAMISH PK,SE 40TH PL,OP,N,,,,SW Orchard St,Dumar Way SW,South Delridge
8402,1,AM,48,,L,O,Mt. Baker Transfer A,Martin L King Jr Way,FS,W,,,,SW Orchard St,Dumar Way SW,Riverview
3300,1,AM,988,,E,I,MADRONA DR,38TH AVE,FS,E,,,,39th Ave S,S Myrtle St,Holly Park
9145,1,AM,65,,L,O,NE CAMPUS PKWY,UNIVERSITY WAY NE,FS,W,,,,32nd Ave S,S Myrtle Pl,South Beacon Hill
9147,1,AM,30,,L,O,BROOKLYN AVE NE,NE CAMPUS PKWY,FS,N,,,,Delridge Way SW,SW Orchard St,South Delridge
2850,1,AM,2,S,L,I,MADRONA PARK,LK WASHINGTON BLVD,FS,E,,,,SW Othello St,35th Ave SW,High Point
9130,1,AM,70,,L,I,BROOKLYN AVE NE,NE 50TH ST,FM,N,,,,Delridge Way SW,SW Orchard St,Riverview
9060,1,AM,7,,E,I,WATERS AVE S,S CARVER ST,FS,S,,,,Beacon Ave S,S Myrtle St,South Beacon Hill
5493,1,AM,330,,L,I,Shoreline CC AcRd,Shoreline CC AcRd,FS,W,,,,32nd Ave S,S Myrtle St,Holly Park
5492,1,AM,355,,E,I,Shoreline CC AcRd,N Innis Arden Way,FS,N,,,,Beacon Ave S,S Myrtle St,South Beacon Hill
5493,1,AM,331,,L,O,Shoreline CC AcRd,Shoreline CC AcRd,FS,W,,,,SW Othello St,Highland Park Way SW,Highland Park
5493,1,AM,345,,L,I,Shoreline CC AcRd,Shoreline CC AcRd,FS,W,,,,S Myrtle St,Martin L King Jr Way S,Brighton
5492,1,AM,5,,L,I,Shoreline CC AcRd,N Innis Arden Way,FS,N,,,,Beacon Ave S,S Myrtle St,Holly Park
3600,1,AM,49,,L,O,S JACKSON ST,12TH AVE S,FS,W,,,,Ellis Ave S,East Marginal Way S,Georgetown
3600,1,AM,1,,L,O,S JACKSON ST,12TH AVE S,FS,W,,,,S Frontenac St,Rainier Ave S,Brighton
7430,1,AM,21,,L,O,WALL ST,5TH AVE,NS,W,,,,SW Othello St,Highland Park Way SW,Highland Park
6652,1,AM,5,,E,I,NW 90TH ST,1ST AVE NW,FS,W,,,,SW Orchard St,16th Ave SW,Riverview
3890,1,AM,4,N,L,I,W RAYE ST,1ST AVE W,FS,W,,,,S Myrtle St,Beacon Ave S,Holly Park
9978,1,AM,32,,L,O,SAND PT WAY NE,40TH AVE NE,FM,S,,,,Ellis Ave S,East Marginal Way S,Georgetown
10912,1,AM,271,,L,O,15TH AVE NE,NE 43RD ST,FS,S,,,,SW Othello St,California Ave SW,Gatewood
9575,1,AM,372,,E,O,NE CAMPUS PKWY,UNIVERSITY WAY NE,NS,E,,,,SW Myrtle St,Delridge Way SW,High Point
10910,1,AM,49,,L,I,12TH AVE NE,NE 47TH ST,FS,S,,,,SW Othello St,California Ave SW,Gatewood
10908,1,AM,43,,L,I,12TH AVE NE,NE 45TH ST,NS,S,,,,SW Myrtle St,16th Ave SW,Riverview
10658,1,AM,30,,L,I,NOAA,BUILDING 3,AT,W,,,,S Frontenac St,Rainier Ave S,Brighton
9610,1,AM,68,,L,O,ROOSEVELT WAY NE,NE 42ND ST,NS,S,,,,S Myrtle St,Ellis Ave S,Georgetown
10658,1,AM,74,,E,I,NOAA,BUILDING 3,AT,W,,,,SW Myrtle St,35th Ave SW,Gatewood
9978,1,AM,31,,L,O,SAND PT WAY NE,40TH AVE NE,FM,S,,,,SW Myrtle St,Delridge Way SW,Riverview
11690,1,AM,14,,L,I,MOUNT RAINIER DR S,S RIDGEWAY PL,NS,N,,,,S Willow St,Seward Park Ave S,Seward Park
11191,1,AM,60,,L,O,10TH AVE E,E MERCER ST,FS,S,,,,27th Ave S,Beacon Ave S,Mid-Beacon Hill
11370,1,AM,10,,L,I,15TH AVE E,E GALER ST,NS,S,,,,S Willow St,Seward Park Ave S,Seward Park
13390,1,AM,47,,L,I,BELLEVUE AVE E,BELLEVUE PL E,FS,S,,,,2nd Ave SW,Highland Park Way SW,South Park
12690,1,AM,3,S,L,I,34TH AVE,E UNION ST,FS,S,,,,2nd Ave SW,Highland Park Way SW,South Park
13200,1,AM,12,,L,I,19TH AVE E,E GALER ST,FS,S,,,,West Marginal Way S,Highland Park Way SW,Highland Park
12485,1,AM,4,S,L,I,S WALKER ST,25TH AVE S,NS,W,,,,SW Myrtle St,35th Ave SW,High Point
16240,1,AM,316,,L,I,MERIDIAN AVE N,N 175TH ST,FS,S,,,,SW Myrtle St,Fauntleroy Way SW,Gatewood
16100,1,AM,358,,E,I,N 200th St,Ashworth Ave N,FS,W,,,,S Willow St,Swift Ave S,Mid-Beacon Hill
16102,1,AM,346,,L,I,Aurora Village TC Ac,Ashworth Ave N,NS,E,,,,S Willow St,Swift Ave S,South Beacon Hill
16103,1,AM,373,,E,I,Aurora Village TC Ac,Ashworth Ave N,NS,E,,,,Corson Ave S,East Marginal Way S,Georgetown
16120,1,AM,301,,E,I,AURORA AVE N,N 200TH ST,FS,N,,,,West Marginal Way S,Highland Park Way SW,Highland Park
12220,1,AM,11,,L,I,42ND AVE E,E LYNN ST,FS,S,,,,Corson Ave S,East Marginal Way S,Georgetown
13915,1,AM,8,,L,I,1ST AVE W,W MERCER ST,NM,S,,,,West Marginal Way S,Highland Park Way SW,Industrial District
14380,1,AM,15,,E,I,15TH AVE NW,NW 92ND ST,FS,N,,,,SW Myrtle St,Fauntleroy Way SW,Gatewood
14960,1,AM,50,,L,O,ALKI AVE SW,61ST AVE SW,NS,N,,,,SW Myrtle St,California Ave SW,Gatewood
14960,1,AM,56,,E,I,ALKI AVE SW,61ST AVE SW,NS,N,,,,SW Sylvan Heights Dr,Sylvan Way SW,High Point
18785,1,AM,17,,E,I,NW MARKET ST,30TH AVE NW,FS,W,,,,S Brighton St,Seward Park Ave S,Seward Park
18785,1,AM,29,,L,I,NW MARKET ST,30TH AVE NW,FS,W,,,,SW Myrtle St,California Ave SW,Gatewood
18390,1,AM,131,,L,O,DEXTER AVE N,HARRISON ST,FS,S,,,,Croft Pl SW,Delridge Way SW,High Point
18390,1,AM,132,,L,O,DEXTER AVE N,HARRISON ST,FS,S,,,,SW Sylvan Heights Dr,Sylvan Way SW,High Point
11030,1,AM,9,,E,O,E ROY ST,BROADWAY E,NS,W,,,,Croft Pl SW,Delridge Way SW,Riverview
18420,1,AM,217,,L,I,Bell St,4th Ave,FS,W,,,,S Willow St,Carleton Ave S,Georgetown
18420,1,AM,212,,L,O,Bell St,4th Ave,FS,W,,,,SW Willow St,35th Ave SW,Gatewood
26210,1,AM,26,,L,I,NE RAVENNA BLVD,WOODLAWN AVE NE,NS,E,,,,S Holly St,Seward Park Ave S,Seward Park
