Route,Part,Express/ Local,Inbound / Outbound,KeyBl,StTime,EndTime,Start of Route,End of Route,Load Factor,Average Load,Riders Per Revenue Hour,Revenue Miles,Revenue Hours,Seats on Bus,Bus Type,Day,Peak or Off Peak,1-Factor Fully Allocated Cost,Redundancy,,,,,,,OBJECTID ,District,Count_Stops,,,,,,,,,
,,,,,,,,,,,,# of Miles a bus is running in service,# of Hours a bus is running in service,,See Fleet Tab,,,,,,,,,,,1,Adams,33,Route #,Redundancy,,,,,,,
180,,,I,18005,10:40 AM,12:00 PM,A SE41SE,BUR TC 4,0.89,31,52,22.84754,1.33,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18009,11:10 AM,12:31 PM,A SE41SE,BUR TC 4,0.83,29,47,22.84754,1.35,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18003,11:40 AM, 1:04 PM,A SE41SE,BUR TC 4,0.94,33,54,22.84754,1.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18004,12:06 PM, 1:31 PM,A SE41SE,BUR TC 4,0.89,31,50,22.84754,1.42,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18008,12:36 PM, 2:02 PM,A SE41SE,BUR TC 4,0.74,26,49,22.84754,1.43,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18007, 1:06 PM, 2:33 PM,A SE41SE,BUR TC 4,0.91,32,59,22.84754,1.45,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18001, 1:36 PM, 3:04 PM,A SE41SE,BUR TC 4,0.91,32,55,22.84754,1.47,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18005, 2:07 PM, 3:36 PM,A SE41SE,BUR TC 4,0.94,33,62,22.84754,1.48,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18009, 2:37 PM, 4:07 PM,A SE41SE,BUR TC 4,0.77,27,52,22.84754,1.5,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18003, 3:06 PM, 4:36 PM,A SE41SE,BUR TC 4,0.86,30,53,22.84754,1.5,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18010, 3:36 PM, 5:06 PM,A SE41SE,BUR TC 4,0.8,28,48,22.84754,1.5,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18008, 4:06 PM, 5:36 PM,A SE41SE,BUR TC 4,0.74,26,48,22.84754,1.5,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18012, 4:36 PM, 6:03 PM,A SE41SE,BUR TC 4,0.69,24,42,22.84754,1.45,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18001, 5:06 PM, 6:30 PM,A SE41SE,BUR TC 4,0.69,24,41,22.84754,1.4,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18011, 5:39 PM, 7:02 PM,A SE41SE,BUR TC 4,0.63,22,36,22.84754,1.38,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18009, 6:20 PM, 7:40 PM,A SE41SE,BUR TC 4,0.69,24,47,22.84754,1.33,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18003, 6:50 PM, 8:05 PM,A SE41SE,BUR TC 4,0.51,18,32,22.84754,1.25,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18010, 7:21 PM, 8:33 PM,A SE41SE,BUR TC 4,0.49,17,32,22.84754,1.2,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18008, 7:51 PM, 8:59 PM,A SE41SE,BUR TC 4,0.49,17,32,22.84754,1.13,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18012, 8:25 PM, 9:33 PM,A SE41SE,BUR TC 4,0.4,14,26,22.84754,1.13,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18001, 8:55 PM,10:03 PM,A SE41SE,BUR TC 4,0.43,15,30,22.84754,1.13,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18011, 9:25 PM,10:33 PM,A SE41SE,BUR TC 4,0.37,13,23,22.84754,1.13,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18009, 9:55 PM,11:03 PM,A SE41SE,BUR TC 4,0.23,8,15,22.84754,1.13,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18010,10:55 PM,12:03 AM,A SE41SE,BUR TC 4,0.31,11,23,22.84754,1.13,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,I,18012,12:00 AM, 1:08 X,A SE41SE,BUR TC 4,0.31,11,18,22.84754,1.13,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,AD,I,10619, 3:03 X, 3:42 X,ABRNSTN1,AIRPSTN2,0.14,8,15,14.06136,0.65,56,68,WK,O,143.75,,,,,,,,,,,,,,,,,,,
180,,AD,I,10119, 3:33 X, 4:12 X,ABRNSTN1,AIRPSTN2,0.11,6,12,14.06136,0.65,56,68,WK,O,143.75,,,,,,,,,,,,,,,,,,,
180,,,O,18001, 5:06 AM, 6:17 AM,BUTC LAY,A SE41SE,0.66,23,35,22.4483,1.18,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18005, 5:31 AM, 6:42 AM,BUTC LAY,A SE41SE,0.51,18,28,22.4483,1.18,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18002, 6:01 AM, 7:13 AM,BUTC LAY,A SE41SE,0.74,26,41,22.4483,1.2,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18003, 6:31 AM, 7:47 AM,BUTC LAY,A SE41SE,0.69,24,42,22.4483,1.27,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18004, 7:00 AM, 8:17 AM,BUTC LAY,A SE41SE,0.74,26,45,22.4483,1.28,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18008, 7:30 AM, 8:47 AM,BUTC LAY,A SE41SE,0.66,23,40,22.4483,1.28,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18007, 8:00 AM, 9:17 AM,BUTC LAY,A SE41SE,0.63,22,37,22.4483,1.28,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18001, 8:30 AM, 9:48 AM,BUTC LAY,A SE41SE,0.6,21,38,22.4483,1.3,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18005, 9:00 AM,10:18 AM,BUTC LAY,A SE41SE,0.69,24,45,22.4483,1.3,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18009, 9:30 AM,10:48 AM,BUTC LAY,A SE41SE,1.2,42,54,22.4483,1.3,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18003,10:00 AM,11:18 AM,BUTC LAY,A SE41SE,0.77,27,50,22.4483,1.3,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18004,10:30 AM,11:48 AM,BUTC LAY,A SE41SE,0.77,27,54,22.4483,1.3,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18008,11:00 AM,12:19 PM,BUTC LAY,A SE41SE,0.71,25,45,22.4483,1.32,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18007,11:30 AM,12:51 PM,BUTC LAY,A SE41SE,0.91,32,59,22.4483,1.35,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18001,12:00 PM, 1:21 PM,BUTC LAY,A SE41SE,0.83,29,54,22.4483,1.35,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18005,12:30 PM, 1:51 PM,BUTC LAY,A SE41SE,0.86,30,59,22.4483,1.35,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18009, 1:00 PM, 2:22 PM,BUTC LAY,A SE41SE,0.94,33,54,22.4483,1.37,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18003, 1:29 PM, 2:52 PM,BUTC LAY,A SE41SE,0.83,29,56,22.4483,1.38,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18004, 1:59 PM, 3:22 PM,BUTC LAY,A SE41SE,1,35,69,22.4483,1.38,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18008, 2:29 PM, 3:52 PM,BUTC LAY,A SE41SE,1.11,39,74,22.4483,1.38,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18007, 2:59 PM, 4:23 PM,BUTC LAY,A SE41SE,1,35,63,22.4483,1.4,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18001, 3:28 PM, 4:52 PM,BUTC LAY,A SE41SE,1.17,41,79,22.4483,1.4,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18011, 3:56 PM, 5:21 PM,BUTC LAY,A SE41SE,0.97,34,64,22.4483,1.42,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18009, 4:26 PM, 5:53 PM,BUTC LAY,A SE41SE,0.8,28,54,22.4483,1.45,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,AT,O,18013, 4:49 PM, 5:38 PM,KENT LAY,A SE41SE,0.43,15,34,10.45644,0.82,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18003, 4:56 PM, 6:22 PM,BUTC LAY,A SE41SE,0.74,26,45,22.4483,1.43,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,AT,O,18014, 5:19 PM, 6:08 PM,KENT LAY,A SE41SE,0.34,12,23,10.45644,0.82,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18010, 5:28 PM, 6:51 PM,BUTC LAY,A SE41SE,0.71,25,43,22.4483,1.38,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,AT,O,18015, 5:49 PM, 6:36 PM,KENT LAY,A SE41SE,0.4,14,31,10.45644,0.78,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18008, 5:58 PM, 7:18 PM,BUTC LAY,A SE41SE,0.86,30,54,22.4483,1.33,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18012, 6:39 PM, 7:55 PM,BUTC LAY,A SE41SE,0.74,26,54,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18001, 7:09 PM, 8:25 PM,BUTC LAY,A SE41SE,0.57,20,39,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18011, 7:39 PM, 8:55 PM,BUTC LAY,A SE41SE,0.57,20,38,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18009, 8:09 PM, 9:25 PM,BUTC LAY,A SE41SE,0.69,24,39,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18003, 8:39 PM, 9:55 PM,BUTC LAY,A SE41SE,0.51,18,29,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18010, 9:09 PM,10:25 PM,BUTC LAY,A SE41SE,0.46,16,28,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18008, 9:39 PM,10:55 PM,BUTC LAY,A SE41SE,0.46,16,28,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18012,10:09 PM,11:25 PM,BUTC LAY,A SE41SE,0.46,16,28,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18011,11:11 PM,12:27 AM,BUTC LAY,A SE41SE,0.51,18,30,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,,O,18009,12:11 AM, 1:27 X,BUTC LAY,A SE41SE,0.23,8,13,22.4483,1.27,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
180,,AT,O,10619, 1:18 X, 1:58 X,KENTSTN4,A SE41SE,0.11,6,6,10.40966,0.67,56,68,WK,O,143.75,,,,,,,,,,,,,,,,,,,
180,,AT,O,10119, 2:16 X, 2:39 X,KENTSTN4,ABRNSTN1,0.09,5,8,6.039583,0.38,56,68,WK,O,143.75,,,,,,,,,,,,,,,,,,,
181,,,I,18102, 5:52 AM, 6:45 AM,122 320,TWINLKS2,0.34,12,24,15.40379,0.88,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18101, 6:22 AM, 7:15 AM,122 320,TWINLKS2,0.34,12,24,15.40379,0.88,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18103, 6:52 AM, 7:46 AM,122 320,TWINLKS2,0.37,13,31,15.40379,0.9,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18104, 7:22 AM, 8:16 AM,122 320,TWINLKS2,0.46,16,33,15.40379,0.9,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18102, 7:52 AM, 8:45 AM,122 320,TWINLKS2,0.37,13,26,15.40379,0.88,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18101, 8:22 AM, 9:13 AM,122 320,TWINLKS2,0.37,13,29,15.40379,0.85,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18103, 8:52 AM, 9:43 AM,122 320,TWINLKS2,0.4,14,28,15.40379,0.85,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18104, 9:22 AM,10:13 AM,122 320,TWINLKS2,0.4,14,28,15.40379,0.85,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18102, 9:52 AM,10:43 AM,122 320,TWINLKS2,0.4,14,28,15.40379,0.85,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18101,10:22 AM,11:14 AM,122 320,TWINLKS2,0.43,15,29,15.40379,0.87,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18103,10:52 AM,11:44 AM,122 320,TWINLKS2,0.51,18,42,15.40379,0.87,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18104,11:25 AM,12:17 PM,122 320,TWINLKS2,0.6,21,46,15.40379,0.87,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18102,11:55 AM,12:47 PM,122 320,TWINLKS2,0.63,22,47,15.40379,0.87,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18101,12:25 PM, 1:20 PM,122 320,TWINLKS2,0.57,20,47,15.40379,0.92,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18103,12:55 PM, 1:54 PM,122 320,TWINLKS2,0.57,20,41,15.40379,0.98,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18105, 1:25 PM, 2:25 PM,122 320,TWINLKS2,0.54,19,47,15.40379,1,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18104, 1:55 PM, 2:57 PM,122 320,TWINLKS2,0.66,23,42,15.40379,1.03,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18102, 2:25 PM, 3:29 PM,122 320,TWINLKS2,0.77,27,52,15.40379,1.07,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18101, 2:55 PM, 4:01 PM,122 320,TWINLKS2,0.74,26,48,15.40379,1.1,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18103, 3:25 PM, 4:30 PM,122 320,TWINLKS2,0.69,24,39,15.40379,1.08,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18105, 3:55 PM, 4:59 PM,122 320,TWINLKS2,0.71,25,43,15.40379,1.07,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18104, 4:25 PM, 5:29 PM,122 320,TWINLKS2,0.66,23,42,15.40379,1.07,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18102, 4:55 PM, 5:59 PM,122 320,TWINLKS2,0.66,23,44,15.40379,1.07,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18101, 5:25 PM, 6:29 PM,122 320,TWINLKS2,0.54,19,38,15.40379,1.07,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18103, 5:55 PM, 6:55 PM,122 320,TWINLKS2,0.4,14,27,15.40379,1,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18105, 6:25 PM, 7:20 PM,122 320,TWINLKS2,0.4,14,28,15.40379,0.92,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18104, 6:55 PM, 7:44 PM,122 320,TWINLKS2,0.4,14,34,15.40379,0.82,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,16401, 7:15 PM, 8:02 PM,122 320,TWINLKS2,0.37,13,24,15.40379,0.78,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18101, 7:45 PM, 8:32 PM,122 320,TWINLKS2,0.4,14,34,15.40379,0.78,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18103, 8:15 PM, 9:02 PM,122 320,TWINLKS2,0.31,11,28,15.40379,0.78,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,16801, 8:45 PM, 9:32 PM,122 320,TWINLKS2,0.4,14,34,15.40379,0.78,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,18206, 9:45 PM,10:32 PM,122 320,TWINLKS2,0.46,16,40,15.40379,0.78,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,I,16801,10:45 PM,11:32 PM,122 320,TWINLKS2,0.29,10,22,15.40379,0.78,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18101, 5:25 AM, 6:15 AM,TWINLKS2,122 320,0.34,12,23,14.68011,0.83,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18103, 5:55 AM, 6:45 AM,TWINLKS2,122 320,0.31,11,24,14.68011,0.83,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18104, 6:25 AM, 7:15 AM,TWINLKS2,122 320,0.46,16,34,14.68011,0.83,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18102, 6:55 AM, 7:45 AM,TWINLKS2,122 320,0.86,30,55,14.68011,0.83,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18101, 7:25 AM, 8:16 AM,TWINLKS2,122 320,0.43,15,38,14.68011,0.85,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18103, 7:55 AM, 8:47 AM,TWINLKS2,122 320,0.66,23,51,14.68011,0.87,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18104, 8:25 AM, 9:17 AM,TWINLKS2,122 320,0.4,14,36,14.68011,0.87,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18102, 8:55 AM, 9:47 AM,TWINLKS2,122 320,0.74,26,57,14.68011,0.87,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18101, 9:25 AM,10:17 AM,TWINLKS2,122 320,0.51,18,40,14.68011,0.87,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18103, 9:55 AM,10:47 AM,TWINLKS2,122 320,0.57,20,44,14.68011,0.87,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18104,10:20 AM,11:12 AM,TWINLKS2,122 320,0.37,13,30,14.68011,0.87,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18102,10:50 AM,11:44 AM,TWINLKS2,122 320,0.51,18,42,14.68011,0.9,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18101,11:20 AM,12:14 PM,TWINLKS2,122 320,0.51,18,41,14.68011,0.9,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18103,11:50 AM,12:45 PM,TWINLKS2,122 320,0.51,18,38,14.68011,0.92,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18105,12:20 PM, 1:16 PM,TWINLKS2,122 320,0.49,17,41,14.68011,0.93,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18104,12:50 PM, 1:47 PM,TWINLKS2,122 320,0.49,17,39,14.68011,0.95,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18102, 1:20 PM, 2:20 PM,TWINLKS2,122 320,0.6,21,40,14.68011,1,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18101, 1:50 PM, 2:50 PM,TWINLKS2,122 320,0.51,18,43,14.68011,1,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18103, 2:20 PM, 3:20 PM,TWINLKS2,122 320,0.6,21,43,14.68011,1,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18105, 2:45 PM, 3:45 PM,TWINLKS2,122 320,0.46,16,35,14.68011,1,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18104, 3:15 PM, 4:15 PM,TWINLKS2,122 320,0.54,19,38,14.68011,1,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18102, 3:45 PM, 4:45 PM,TWINLKS2,122 320,0.6,21,44,14.68011,1,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18101, 4:15 PM, 5:15 PM,TWINLKS2,122 320,0.66,23,44,14.68011,1,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18103, 4:40 PM, 5:40 PM,TWINLKS2,122 320,0.49,17,34,14.68011,1,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18105, 5:10 PM, 6:08 PM,TWINLKS2,122 320,0.57,20,39,14.68011,0.97,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18104, 5:40 PM, 6:36 PM,TWINLKS2,122 320,0.46,16,33,14.68011,0.93,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18102, 6:10 PM, 7:06 PM,TWINLKS2,122 320,0.54,19,39,14.68011,0.93,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18101, 6:40 PM, 7:33 PM,TWINLKS2,122 320,0.37,13,26,14.68011,0.88,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18103, 7:10 PM, 8:01 PM,TWINLKS2,122 320,0.49,17,29,14.68011,0.85,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18105, 7:40 PM, 8:31 PM,TWINLKS2,122 320,0.37,13,27,14.68011,0.85,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,16401, 8:10 PM, 9:01 PM,TWINLKS2,122 320,0.4,14,33,14.68011,0.85,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18206, 8:40 PM, 9:31 PM,TWINLKS2,122 320,0.4,14,29,14.68011,0.85,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,16801, 9:40 PM,10:29 PM,TWINLKS2,122 320,0.43,15,33,14.68011,0.82,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
181,,,O,18206,10:40 PM,11:29 PM,TWINLKS2,122 320,0.2,7,20,14.68011,0.82,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18202, 5:19 AM, 5:43 AM,49NE42ST,FED TC3,0.23,8,22,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18201, 6:22 AM, 6:46 AM,49NE42ST,FED TC3,0.46,16,45,8.027273,0.4,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18202, 6:56 AM, 7:20 AM,49NE42ST,FED TC3,0.34,12,28,8.027273,0.4,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18203, 7:26 AM, 7:50 AM,49NE42ST,FED TC3,0.26,9,25,8.027273,0.4,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18204, 7:46 AM, 8:10 AM,49NE42ST,FED TC3,0.17,6,18,8.027273,0.4,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18201, 8:13 AM, 8:37 AM,49NE42ST,FED TC3,0.37,13,40,8.027273,0.4,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18202, 9:06 AM, 9:30 AM,49NE42ST,FED TC3,0.4,14,45,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18204,10:06 AM,10:30 AM,49NE42ST,FED TC3,0.46,16,48,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18202,11:06 AM,11:30 AM,49NE42ST,FED TC3,0.46,16,45,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18204,12:06 PM,12:30 PM,49NE42ST,FED TC3,0.46,16,45,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18202, 1:06 PM, 1:30 PM,49NE42ST,FED TC3,0.4,14,42,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18204, 2:05 PM, 2:30 PM,49NE42ST,FED TC3,0.49,17,46,8.027273,0.42,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18202, 3:05 PM, 3:30 PM,49NE42ST,FED TC3,0.63,22,58,8.027273,0.42,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18204, 4:05 PM, 4:30 PM,49NE42ST,FED TC3,0.49,17,46,8.027273,0.42,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18205, 4:35 PM, 5:00 PM,49NE42ST,FED TC3,0.31,11,29,8.027273,0.42,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18202, 5:05 PM, 5:30 PM,49NE42ST,FED TC3,0.34,12,29,8.027273,0.42,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18206, 5:35 PM, 6:00 PM,49NE42ST,FED TC3,0.23,8,22,8.027273,0.42,35,70,WK,P,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18204, 6:06 PM, 6:30 PM,49NE42ST,FED TC3,0.11,4,10,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18205, 6:36 PM, 7:00 PM,49NE42ST,FED TC3,0.14,5,12,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18202, 7:06 PM, 7:30 PM,49NE42ST,FED TC3,0.11,4,12,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,I,18206, 7:32 PM, 7:56 PM,49NE42ST,FED TC3,0.14,5,15,8.027273,0.4,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
182,,,O,18201, 5:45 AM, 6:06 AM,FED TC3,49NE42ST,0.14,5,17,7.074243,0.35,35,70,WK,O,134.05,,,,,,,,,,,,,,,,,,,
